股票代號,股票名稱,產業分類,市場別
4911,德英,22,上櫃
4912,聯德控股-KY,28,上市
4915,致伸,28,上市
4916,事欣科,25,上市
4919,新唐,24,上市
4923,力士,24,上櫃
4924,欣厚-KY,25,上櫃
4927,泰鼎-KY,28,上市
4930,燦星網,06,上市
4931,新盛力,25,上櫃
4933,友輝,26,上櫃
4934,太極,26,上市
4935,茂林-KY,26,上市
4938,和碩,25,上市
4939,亞電,28,上櫃
4942,嘉彰,26,上市
4943,康控-KY,28,上市
4946,辣椒,32,上櫃
4949,有成精密,26,上市
4950,金耘國際,10,上櫃
4951,精拓科,24,上櫃
4952,凌通,24,上市
4953,緯軟,30,上櫃
4956,光鋐,26,上市
4958,臻鼎-KY,28,上市
4960,誠美材,26,上市
4961,天鈺,24,上市
4966,譜瑞-KY,24,上櫃
4967,十銓,24,上市
4968,立積,24,上市
4971,IET-KY,24,上櫃
4972,湯石照明,26,上櫃
4973,廣穎電通,24,上櫃
4974,亞泰,28,上櫃
4976,佳凌,26,上市
4977,眾達-KY,27,上市
4979,華星光,27,上櫃
4987,科誠,25,上櫃
4989,榮科,28,上市
4991,環宇-KY,24,上櫃
4994,傳奇,30,上市
4995,晶達,26,上櫃
4999,鑫禾,28,上市
5007,三星,10,上市
5009,榮剛,10,上櫃
5011,久陽,10,上櫃
5013,強新,10,上櫃
5014,建錩,10,上櫃
5015,華祺,10,上櫃
5016,松和,10,上櫃
5201,凱衛,30,上櫃
5202,力新,30,上櫃
5203,訊連,30,上市
5205,中茂,35,上櫃
5206,坤悅,14,上櫃
5209,新鼎,20,上櫃
5210,寶碩,30,上櫃
5211,蒙恬,30,上櫃
5212,凌網,30,上櫃
5213,亞昕,14,上櫃
5215,科嘉-KY,25,上市
5220,萬達光電,26,上櫃
5222,全訊,24,上市
5223,安力-KY,25,上櫃
5225,東科-KY,31,上市
5227,立凱-KY,28,上櫃
5228,鈺鎧,28,上櫃
5230,雷笛克光學,26,上櫃
5234,達興材料,26,上市
5236,凌陽創新,24,上櫃
5243,乙盛-KY,26,上市
5244,弘凱,26,上市
5245,智晶,26,上櫃
5251,天鉞電,26,上櫃
5258,虹堡,25,上市
5263,智崴,32,上櫃
5269,祥碩,24,上市
5272,笙科,24,上櫃
5274,信驊,24,上櫃
5276,達輝-KY,20,上櫃
5278,尚凡*,36,上櫃
5283,禾聯碩,06,上市
5284,jpp-KY,20,上市
5285,界霖,24,上市
5287,數字,36,上櫃
5288,豐祥-KY,05,上市
5289,宜鼎,25,上櫃
5291,邑昇,28,上櫃
5292,華懋,35,上市
5299,杰力,24,上櫃
5301,寶得利,16,上櫃
5302,太欣,24,上櫃
5306,桂盟,37,上市
5309,系統電,28,上櫃
5310,天剛,30,上櫃
5312,寶島科,22,上櫃
5314,世紀*,20,上櫃
5315,光聯,26,上櫃
5321,美而快,36,上櫃
5324,士開,14,上櫃
5328,華容,28,上櫃
5340,建榮,28,上櫃
5344,立衛,24,上櫃
5345,馥鴻,20,上櫃
5347,世界,24,上櫃
5348,正能量智能,37,上櫃
5351,鈺創,24,上櫃
5353,台林,27,上櫃
5355,佳總,28,上櫃
5356,協益,25,上櫃
5364,力麗店,16,上櫃
5371,中光電,26,上櫃
5381,光譜,28,上櫃
5386,青雲,25,上櫃
5388,中磊,27,上市
5392,能率,26,上櫃
5398,慕康生醫,20,上櫃
5403,中菲,30,上櫃
5410,國眾,30,上櫃
5425,台半,24,上櫃
5426,振發,25,上櫃
5432,新門,35,上櫃
5434,崇越,29,上市
5438,東友,25,上櫃
5439,高技,28,上櫃
5443,均豪,24,上櫃
5450,南良,20,上櫃
5452,佶優,31,上櫃
5455,昇益,14,上櫃
5457,宣德,28,上櫃
5460,同協,28,上櫃
5464,霖宏,28,上櫃
5465,富驊,25,上櫃
5468,凱鈺,24,上櫃
5469,瀚宇博,28,上市
5471,松翰,24,上市
5474,聰泰,25,上櫃
5475,德宏,28,上櫃
5478,智冠,32,上櫃
5481,新華,20,上櫃
5483,中美晶,24,上櫃
5484,慧友,26,上市
5487,通泰,24,上櫃
5488,松普,28,上櫃
5489,彩富,31,上櫃
5490,同亨,25,上櫃
5493,三聯,31,上櫃
5498,凱崴,28,上櫃
5508,永信建,14,上櫃
5511,德昌,14,上櫃
5512,力麒,14,上櫃
5514,三豐,14,上櫃
5515,建國,14,上市
5516,雙喜,14,上櫃
5519,隆大,14,上市
5520,力泰,14,上櫃
5521,工信,14,上市
5522,遠雄,14,上市
5523,豐謙,14,上櫃
5525,順天,14,上市
5529,鉅陞,14,上櫃
5530,龍巖,20,上櫃
5531,鄉林,14,上市
5533,皇鼎,14,上市
5534,長虹,14,上市
5536,聖暉*,31,上櫃
5538,東明-KY,10,上市
5543,桓鼎-KY,14,上櫃
5546,永固-KY,14,上市
5547,久舜,14,上櫃
5548,安倉,14,上櫃
5601,台聯櫃,15,上櫃
5603,陸海,15,上櫃
5604,中連,20,上櫃
5607,遠雄港,15,上市
5608,四維航,15,上市
5609,中菲行,15,上櫃
5701,劍湖山,16,上櫃
5703,亞都麗緻,16,上櫃
5704,老爺知,16,上櫃
5706,鳳凰,16,上市
5864,致和證,17,上櫃
5871,中租-KY,20,上市
5876,上海商銀,17,上市
5878,台名,17,上櫃
5880,合庫金,17,上市
5902,德記,38,上櫃
5903,全家,38,上櫃
5904,寶雅,38,上櫃
5905,南仁湖,16,上櫃
5906,台南-KY,18,上市
5907,大洋-KY,18,上市
6005,群益證,17,上市
6015,宏遠證,17,上櫃
6016,康和證,17,上櫃
6020,大展證,17,上櫃
6021,美好證,17,上櫃
6023,元大期貨,17,上櫃
6024,群益期,17,上市
6026,福邦證,17,上櫃
6101,寬魚國際,32,上櫃
6103,合邦,24,上櫃
6104,創惟,24,上櫃
6108,競國,28,上市
6109,亞元,27,上櫃
6111,光聚晶電,32,上櫃
6112,邁達特,30,上市
6113,亞矽,29,上櫃
6114,久威,28,上櫃
6115,鎰勝,28,上市
6116,彩晶,26,上市
6117,迎廣,25,上市
6118,建達,29,上櫃
6120,達運,26,上市
6121,新普,25,上櫃
6122,擎邦,05,上櫃
6123,上奇,30,上櫃
6124,業強,28,上櫃
6125,廣運,26,上櫃
6126,信音,28,上櫃
6127,九豪,28,上櫃
6128,上福,25,上市
6129,普誠,24,上櫃
6130,上亞科技,22,上櫃
6133,金橋,28,上市
6134,萬旭,28,上櫃
6136,富爾特,27,上市
6138,茂達,24,上櫃
6139,亞翔,31,上市
6140,訊達電腦,30,上櫃
6141,柏承,28,上市
6142,友勁,27,上市
6143,振曜,27,上櫃
6144,得利影,32,上櫃
6146,耕興,31,上櫃
6147,頎邦,24,上櫃
6148,驊宏資,30,上櫃
6150,撼訊,25,上櫃
6151,晉倫,31,上櫃
6152,百一,27,上市
6153,嘉聯益,28,上市
6154,順發,29,上櫃
6155,鈞寶,28,上市
6156,松上,28,上櫃
6158,禾昌,28,上櫃
6160,欣技,25,上櫃
6161,捷波,25,上櫃
6163,華電網,27,上櫃
6164,華興,26,上市
6165,浪凡,36,上市
6166,凌華,25,上市
6167,久正,26,上櫃
6168,宏齊,26,上市
6169,昱泉,32,上櫃
6170,統振,27,上櫃
6171,大城地產,14,上櫃
6173,信昌電,28,上櫃
6174,安碁,28,上櫃
6175,立敦,28,上櫃
6176,瑞儀,26,上市
6177,達麗,14,上市
6179,亞通,20,上櫃
6180,橘子,32,上櫃
6182,合晶,24,上櫃
6183,關貿,30,上市
6184,大豐電,20,上市
6185,幃翔,28,上櫃
6186,新潤,14,上櫃
6187,萬潤,24,上櫃
6188,廣明,25,上櫃
6189,豐藝,29,上市
6190,萬泰科,27,上櫃
6191,精成科,28,上市
6192,巨路,31,上市
6194,育富,28,上櫃
6195,詩肯,38,上櫃
6196,帆宣,31,上市
6197,佳必琪,28,上市
6198,瑞築,14,上櫃
6199,天品,20,上櫃
6201,亞弘電,31,上市
6202,盛群,24,上市
6203,海韻電,28,上櫃
6204,艾華,28,上櫃
6205,詮欣,28,上市
6206,飛捷,25,上市
6207,雷科,28,上櫃
6208,日揚,24,上櫃
6209,今國光,26,上市
6210,慶生,28,上櫃
6212,理銘,14,上櫃
6213,聯茂,28,上市
6214,精誠,30,上市
6215,和椿,31,上市
6216,居易,27,上市
6217,中探針,28,上櫃
6218,豪勉,27,上櫃
6219,富旺,14,上櫃
6220,岳豐,28,上櫃
6221,晉泰,30,上櫃
6222,立軒,26,上櫃
6223,旺矽,24,上櫃
6224,聚鼎,28,上市
6225,天瀚,26,上市
6226,光鼎,26,上市
6227,茂綸,29,上櫃
6228,全譜,25,上櫃
6229,研通,24,上櫃
6230,尼得科超眾,25,上市
6231,系微,30,上櫃
6233,旺玖,24,上櫃
6234,高僑,26,上櫃
6235,華孚,25,上市
6236,中湛,20,上櫃
6237,驊訊,24,上櫃
6239,力成,24,上市
6240,松崗,30,上櫃
6241,鑫永洋,27,上櫃
6242,立康,22,上櫃
6243,迅杰,24,上市
6244,茂迪,26,上櫃
6245,立端,27,上櫃
6246,臺龍,26,上櫃
6248,沛波,10,上櫃
6257,矽格,24,上市
6259,百徽,28,上櫃
6261,久元,24,上櫃
6263,普萊德,27,上櫃
6264,富裔,14,上櫃
6265,方土昶,29,上櫃
6266,泰詠,28,上櫃
6269,台郡,28,上市
6270,倍微,29,上櫃
6271,同欣電,24,上市
6272,驊陞,28,上市
6274,台燿,28,上櫃
6275,元山,28,上櫃
6276,安鈦克,25,上櫃
6277,宏正,25,上市
6278,台表科,26,上市
6279,胡連,28,上櫃
6281,全國電,29,上市
6282,康舒,28,上市
6283,淳安,31,上市
6284,佳邦,28,上櫃
6285,啟碁,27,上市
6290,良維,28,上櫃
6291,沛亨,24,上櫃
6292,迅德,28,上櫃
6294,智基,32,上櫃
6405,悅城,26,上市
6409,旭隼,31,上市
6411,晶焱,24,上櫃
6412,群電,28,上市
6414,樺漢,25,上市
6415,矽力*-KY,24,上市
6416,瑞祺電通,27,上市
6417,韋僑,27,上櫃
6418,詠昇,28,上櫃
6419,京晨科,26,上櫃
6423,億而得,24,上櫃
6425,易發,05,上櫃
6426,統新,27,上市
6431,光麗-KY,22,上市
6432,今展科,28,上櫃
6435,大中,24,上櫃
6438,迅得,31,上市
6441,廣錠,25,上櫃
6442,光聖,27,上市
6443,元晶,26,上市
6446,藥華藥,22,上市
6449,鈺邦,28,上市
6451,訊芯-KY,24,上市
6456,GIS-KY,26,上市
6461,益得,22,上櫃
6462,神盾,24,上櫃
6464,台數科,20,上市
6465,威潤,27,上櫃
6469,大樹,22,上櫃
6470,宇智,27,上櫃
6472,保瑞,22,上市
6474,華豫寧,29,上櫃
6477,安集,26,上市
6482,弘煜科,32,上櫃
6485,點序,24,上櫃
6486,互動,27,上櫃
6488,環球晶,24,上櫃
6491,晶碩,22,上市
6492,生華科,22,上櫃
6494,九齊,24,上櫃
6496,科懋,22,上櫃
6498,久禾光,26,上櫃
6499,益安,22,上櫃
6504,南六,20,上市
6505,台塑化,23,上市
6506,雙邦,04,上櫃
6508,惠光,33,上櫃
6509,聚和,21,上櫃
6510,精測,24,上櫃
6512,啟發電,31,上櫃
6515,穎崴,24,上市
6516,勤崴國際,30,上櫃
6517,保勝光學,26,上櫃
6523,達爾膚,22,上櫃
6525,捷敏-KY,24,上市
6526,達發,24,上市
6527,明達醫,22,上櫃
6530,創威,27,上櫃
6531,愛普*,24,上市
6532,瑞耘,24,上櫃
6533,晶心科,24,上市
6534,正瀚-創,22,上市
6535,順藥,22,上櫃
6538,倉和,28,上櫃
6541,泰福-KY,22,上市
6542,隆中,32,上櫃
6546,正基,27,上櫃
6547,高端疫苗,22,上櫃
6548,長科*,24,上櫃
6550,北極星藥業-KY,22,上市
6552,易華電,24,上市
6556,勝品,26,上櫃
6558,興能高,31,上市
6560,欣普羅,26,上櫃
6561,是方,27,上櫃
6568,宏觀,24,上櫃
6569,醫揚,22,上櫃
6570,維田,25,上櫃
6573,虹揚-KY,24,上市
6574,霈方,22,上櫃
6576,逸達,22,上櫃
6577,勁豐,25,上櫃
6578,達邦蛋白,33,上櫃
6579,研揚,25,上市
6581,鋼聯,35,上市
6582,申豐,11,上市
6584,南俊國際,28,上櫃
6585,鼎基,20,上市
6588,東典光電,27,上櫃
6589,台康生技,22,上市
6590,普鴻,30,上櫃
6591,動力-KY,25,上市
6592,和潤企業,20,上市
6593,台灣銘板,30,上櫃
6596,寬宏藝術,32,上櫃
6597,立誠,28,上櫃
6598,ABC-KY,22,上市
6603,富強鑫,05,上櫃
6605,帝寶,12,上市
6606,建德工業,05,上市
6609,瀧澤科,05,上櫃
6612,奈米醫材,22,上櫃
6613,朋億*,31,上櫃
6614,資拓宏宇,36,上市
6615,慧智,22,上櫃
6616,特昇-KY,38,上櫃
6617,共信-KY,22,上櫃
6620,漢達,22,上櫃
6624,萬年清,35,上櫃
6625,必應,20,上市
6629,泰金-KY,38,上櫃
6637,醫影,22,上櫃
6640,均華,24,上櫃
6641,基士德-KY,35,上市
6642,富致,28,上櫃
6643,M31,24,上櫃
6645,金萬林-創,22,上市
6649,台生材,22,上櫃
6651,全宇昕,24,上櫃
6654,天正國際,31,上櫃
6655,科定,20,上市
6657,華安,22,上市
6658,聯策,31,上市
6661,威健生技,22,上櫃
6662,樂斯科,22,上櫃
6664,群翊,28,上櫃
6666,羅麗芬-KY,22,上市
6667,信紘科,31,上櫃
6668,中揚光,26,上市
6669,緯穎,25,上市
6670,復盛應用,37,上市
6671,三能-KY,38,上市
6672,騰輝電子-KY,28,上市
6674,鋐寶科技,27,上市
6679,鈺太,24,上櫃
6680,鑫創電子,25,上櫃
6683,雍智科技,24,上櫃
6684,安格,24,上櫃
6689,伊雲谷,36,上市
6690,安碁資訊,36,上櫃
6691,洋基工程,31,上市
6692,進能服,35,上櫃
6693,廣閎科,24,上櫃
6695,芯鼎,24,上市
6697,東捷資訊,30,上櫃
6698,旭暉應材,31,上市
6703,軒郁,22,上櫃
6706,惠特,26,上市
6708,天擎,24,上櫃
6712,長聖,22,上櫃
6715,嘉基,28,上市
6716,應廣,24,上櫃
6719,力智,24,上市
6720,久昌,24,上櫃
6721,信實,20,上櫃
6722,輝創,31,上市
6725,矽科宏晟,31,上櫃
6727,亞泰金屬,28,上櫃
6728,上洋,38,上櫃
6730,常廣,22,上櫃
6732,昇佳電子,24,上櫃
6733,博晟生醫,22,上櫃
6735,美達科技,31,上櫃
6739,竹陞科技,31,上櫃
6741,91APP*-KY,36,上櫃
6742,澤米,26,上市
6743,安普新,31,上市
6751,智聯服務,30,上櫃
6752,叡揚,30,上櫃
6753,龍德造船,15,上市
6754,匯僑設計,38,上市
6756,威鋒電子,24,上市
6757,台灣虎航,15,上市
6761,穩得,28,上櫃
6762,達亞,22,上櫃
6763,綠界科技*,36,上櫃
6767,台微醫,22,上櫃
6768,志強-KY,37,上市
6770,力積電,24,上市
6771,平和環保-創,35,上市
6776,展碁國際,29,上市
6781,AES-KY,28,上市
6782,視陽,22,上市
6785,昱展新藥,22,上櫃
6788,華景電,24,上櫃
6789,采鈺,24,上市
6790,永豐實,09,上市
6791,虎門科技,30,上櫃
6792,詠業,27,上市
6794,向榮生技,22,上市
6796,晉弘,22,上市
6799,來頡,24,上市
6803,崑鼎,35,上櫃
6804,明係,37,上櫃
6805,富世達,28,上市
6806,森崴能源,35,上市
6807,峰源-KY,38,上市
6811,宏碁資訊,36,上櫃
6821,聯寶,28,上櫃
6823,濾能,24,上櫃
6829,千附精密,24,上櫃
6830,汎銓,31,上市
6831,邁科,25,上市
6834,天二科技,28,上市
6835,圓裕,28,上市
6838,台新藥,22,上市
6840,東研信超,31,上櫃
6841,長佳智能,22,上櫃
6843,進典,05,上櫃
6844,諾貝兒,22,上櫃
6846,綠茵,02,上櫃
6854,錼創科技-KY創,24,上市
6855,數泓科,31,上櫃
6856,鑫傳,32,上櫃
6859,伯特光,26,上櫃
6861,睿生光電,22,上市
6862,三集瑞-KY,28,上市
6863,永道-KY,27,上市
6865,偉康科技,36,上櫃
6869,雲豹能源,35,上市
6870,騰雲,36,上櫃
6872,浩宇生醫,22,上櫃
6873,泓德能源,35,上市
6874,倍力,30,上櫃
6875,國邑*,22,上櫃
6877,鏵友益,31,上櫃
6881,潤德,20,上櫃
6884,海柏特,30,上櫃
6885,全福生技,22,上市
6887,寶綠特-KY,35,上市
6890,來億-KY,37,上市
6894,衛司特,35,上櫃
6895,宏碩系統,24,上櫃
6899,創為精密,26,上櫃
6901,鑽石投資,20,上市
6902,GOGOLOOK,36,上市
6903,巨漢,31,上櫃
6904,伯鑫,20,上櫃
6906,現觀科,36,上市
6907,雅特力-KY,24,上櫃
6909,創控,24,上市
6910,德鴻,36,上櫃
6913,鴻呈,28,上櫃
6914,阜爾運通,20,上市
6916,華凌,26,上市
6918,愛派司,22,上市
6919,康霈*,22,上市
6921,嘉雨思-創,24,上市
6922,宸曜,25,上櫃
6923,中台,35,上市
6924,榮惠-KY創,28,上市
6925,意藍,36,上櫃
6928,攸泰科技,25,上市
6929,佑全,22,上櫃
6931,青松健康,22,上市
6933,AMAX-KY,25,上市
6934,心誠鎂,22,上市
6936,永鴻生技,22,上市
6937,天虹,24,上市
6944,兆聯實業,35,上市
6949,沛爾生醫-創,22,上市
6951,青新-創,35,上市
6952,大武山,20,上市
6953,家碩,24,上櫃
6955,邦睿生技-創,22,上市
6957,裕慶-KY,20,上市
6958,日盛台駿,20,上市
6961,旅天下,16,上櫃
6962,奕力-KY,24,上市
6965,中傑-KY,37,上市
6967,汎瑋材料,28,上櫃
6968,萬達寵物,38,上櫃
6969,成信實業*-創,35,上市
6971,惠民實業,35,上櫃
6982,大井泵浦,05,上櫃
6988,威力暘-創,12,上市
6994,富威電力,35,上市
6996,力領科技,24,上櫃
6997,博弘,36,上櫃
7402,邑錡,26,上櫃
7547,碩網,36,上櫃
7556,意德士科技,24,上櫃
7584,樂意,32,上櫃
7610,聯友金屬-創,35,上市
7631,聚賢研發-創,31,上市
7642,昶瑞機電,05,上櫃
7703,銳澤,31,上櫃
7704,明遠精密,24,上櫃
7705,三商餐飲,16,上市
7708,全家餐飲,16,上櫃
7709,榮田,05,上櫃
7711,永擎,25,上市
7712,博盛半導體,24,上櫃
7713,威力德生醫,22,上櫃
7714,創泓科技,36,上櫃
7715,裕山,35,上櫃
7716,昱臺國際,15,上櫃
7717,萊德光電-KY,27,上櫃
7718,友鋮,10,上櫃
7721,微程式,36,上市
7722,LINEPAY,36,上市
7723,築間,16,上櫃
7728,光焱科技,31,上櫃
7730,暉盛-創,24,上市
7732,金興精密,12,上市
7734,印能科技,24,上櫃
7736,虎山,12,上市
7738,東聯互動,36,上櫃
7740,熙特爾-創,35,上市
7743,金利食安,02,上櫃
7744,崴寶,28,上櫃
7747,昕奇雲端,36,上櫃
7749,意騰-KY,24,上市
7750,新代,05,上市
7751,竑騰,24,上櫃
7753,星亞,26,上櫃
7757,金色三麥,16,上櫃
7765,中華資安,36,上市
7767,仁大資訊,30,上櫃
7769,鴻勁,24,上市
7770,君曜,24,上櫃
7777,能率亞洲,20,上櫃
7780,大研生醫*,02,上市
7782,光速火箭,38,上櫃
7786,東方風能,35,上市
7788,松川精密,28,上市
7791,皇家可口,02,上市
7792,安葆,31,上櫃
7795,長廣,28,上市
7799,禾榮科,22,上市
7805,威聯通,36,上櫃
7810,捷創科技,24,上櫃
7823,奧義賽博-KY創,36,上市
8011,台通,27,上市
8016,矽創,24,上市
8021,尖點,31,上市
8024,佑華,24,上櫃
8027,鈦昇,05,上櫃
8028,昇陽半導體,24,上市
8032,光菱,29,上櫃
8033,雷虎,20,上市
8034,榮群,27,上櫃
8038,長園科,28,上櫃
8039,台虹,28,上市
8040,九暘,24,上櫃
8042,金山電,28,上櫃
8043,蜜望實,28,上櫃
8044,網家,36,上櫃
8045,達運光電,27,上市
8046,南電,28,上市
8047,星雲,31,上櫃
8048,德勝,27,上櫃
8049,晶采,26,上櫃
8050,廣積,25,上櫃
8054,安國,24,上櫃
8059,凱碩,27,上櫃
8064,東捷,26,上櫃
8066,來思達,38,上櫃
8067,志旭,29,上櫃
8068,全達,29,上櫃
8069,元太,26,上櫃
8070,長華*,29,上市
8071,能率網通,28,上櫃
8072,陞泰,29,上市
8074,鉅橡,28,上櫃
8076,伍豐,25,上櫃
8077,洛碁,16,上櫃
8080,泰霖,14,上櫃
8081,致新,24,上市
8083,瑞穎,05,上櫃
8084,巨虹,29,上櫃
8085,福華,31,上櫃
8086,宏捷科,24,上櫃
8087,麗升能源,35,上櫃
8088,品安,24,上櫃
8089,康全電訊,27,上櫃
8091,翔名,24,上櫃
8092,建暐,31,上櫃
8093,保銳,28,上櫃
8096,擎亞,29,上櫃
8097,常珵,27,上櫃
8099,大世科,30,上櫃
8101,華冠,27,上市
8102,傑霖科技,24,上櫃
8103,瀚荃,28,上市
8104,錸寶,26,上市
8105,凌巨,26,上市
8107,大億金茂,05,上櫃
8109,博大,28,上櫃
8110,華東,24,上市
8111,立碁,26,上櫃
8112,至上,29,上市
8114,振樺電,25,上市
8121,越峰,28,上櫃
8131,福懋科,24,上市
8147,正淩,28,上櫃
8150,南茂,24,上市
8155,博智,28,上櫃
8162,微矽電子-創,24,上市
8163,達方,25,上市
8171,天宇,35,上櫃
8176,智捷,27,上櫃
8182,加高,28,上櫃
8183,精星,31,上櫃
8201,無敵,31,上市
8210,勤誠,25,上市
8213,志超,28,上市
8215,明基材,26,上市
8222,寶一,05,上市
8227,巨有科技,24,上櫃
8234,新漢,25,上櫃
8240,華宏,26,上櫃
8249,菱光,28,上市
8255,朋程,05,上櫃
8261,富鼎,24,上市
8271,宇瞻,24,上市
8272,全景軟體,30,上櫃
8277,商丞,24,上櫃
8279,生展,22,上櫃
8284,三竹,30,上櫃
8289,泰藝,28,上櫃
8291,尚茂,28,上櫃
8299,群聯,24,上櫃
8341,日友,35,上市
8342,益張,20,上櫃
8349,恒耀國際,10,上櫃
8354,冠好,20,上櫃
8358,金居,28,上櫃
8367,建新國際,15,上市
8374,羅昇,05,上市
8383,千附,24,上櫃
8390,金益鼎,35,上櫃
8401,白紗科,20,上櫃
8403,盛弘,22,上櫃
8404,百和興業-KY,20,上市
8409,商之器,22,上櫃
8410,森田,25,上櫃
8411,福貞-KY,20,上市
8415,大國鋼,10,上櫃
8416,實威,30,上櫃
8421,旭源,20,上櫃
8422,可寧衛*,35,上市
8423,保綠-KY,35,上櫃
8424,惠普,14,上櫃
8426,紅木-KY,20,上櫃
8429,金麗-KY,18,上市
8431,匯鑽科,31,上櫃
8432,東生華,22,上櫃
8433,弘帆,38,上櫃
8435,鉅邁,20,上櫃
8436,大江,22,上櫃
8437,大地-KY,20,上櫃
8438,昶昕,35,上市
8440,綠電,35,上櫃
8442,威宏-KY,20,上市
8443,阿瘦,18,上市
8444,綠河-KY,20,上櫃
8446,華研,32,上櫃
8450,霹靂,32,上櫃
8454,富邦媒,36,上市
8455,大拓-KY,31,上櫃
8462,柏文,37,上市
8463,潤泰材,20,上市
8464,億豐,38,上市
8466,美吉吉-KY,20,上市
8467,波力-KY,37,上市
8472,夠麻吉,36,上櫃
8473,山林水,35,上市
8476,台境*,35,上市
8477,創業家,36,上櫃
8478,東哥遊艇,37,上市
8481,政伸,20,上市
8482,商億-KY,38,上市
8487,愛爾達-創,36,上市
8488,吉源-KY,20,上市
8489,三貝德,20,上櫃
8499,鼎炫-KY,31,上市
8905,裕國,20,上櫃
8906,花王,20,上櫃
8908,欣雄,23,上櫃
8916,光隆,20,上櫃
8917,欣泰,23,上櫃
8921,沈氏,20,上櫃
8923,時報,32,上櫃
8924,大田,37,上櫃
8926,台汽電,23,上市
8927,北基,23,上櫃
8928,鉅明,37,上櫃
8929,富堡,20,上櫃
8930,青鋼,10,上櫃
8931,大汽電,23,上櫃
8932,智通*,20,上櫃
8933,愛地雅,37,上櫃
8935,邦泰,20,上櫃
8936,國統,20,上櫃
8937,合騏,20,上櫃
8938,明安,37,上櫃
8940,新天地,16,上市
8941,關中,38,上櫃
8942,森鉅,20,上櫃
8996,高力,05,上市
9103,美德醫療-DR,91,上市
910322,康師傅-DR,91,上市
9105,泰金寶-DR,91,上市
910861,神州-DR,91,上市
9110,越南控-DR,91,上市
911608,明輝-DR,91,上市
911622,泰聚亨-DR,91,上市
911868,同方友友-DR,91,上市
912000,晨訊科-DR,91,上市
9136,巨騰-DR,91,上市
9802,鈺齊-KY,37,上市
9902,台火,20,上市
9904,寶成,37,上市
9905,大華,20,上市
9906,欣巴巴,14,上市
9907,統一實,20,上市
9908,大台北,23,上市
9910,豐泰,37,上市
9911,櫻花,38,上市
9912,偉聯,25,上市
9914,美利達,37,上市
9917,中保科,20,上市
9918,欣天然,23,上市
9919,康那香,20,上市
9921,巨大,37,上市
9924,福興,38,上市
9925,新保,20,上市
9926,新海,23,上市
9927,泰銘,20,上市
9928,中視,20,上市
9929,秋雨,20,上市
9930,中聯資源,35,上市
9931,欣高,23,上市
9933,中鼎,20,上市
9934,成霖,38,上市
9935,慶豐富,38,上市
9937,全國,23,上市
9938,百和,20,上市
9939,宏全,20,上市
9940,信義,20,上市
9941,裕融,20,上市
9942,茂順,20,上市
9943,好樂迪,16,上市
9944,新麗,20,上市
9945,潤泰新,20,上市
9946,三發地產,14,上市
9949,琉園,32,上櫃
9950,萬國通,03,上櫃
9951,皇田,05,上櫃
9955,佳龍,35,上市
9958,世紀鋼,10,上市
9960,邁達康,37,上櫃
9962,有益,10,上櫃
